user_id,user_grade,user_sex,user_region,user_city,user_community,user_school,user_current_grade,user_created_at,user_updated_at,help_answers_id,help_answers_user_id,help_answers_grade,help_answers_test_id,help_answers_answer,help_answers_comment,help_test_id,region_name
418,8,0,4,26,520,994,11,2019-06-23 12:02:04,2019-07-02 20:29:01,2587,418,11,18,,"Ընտանիքի պլանավորում,բեղմնականխում",18,Shirak
418,8,0,4,26,520,994,11,2019-06-23 12:02:04,2019-07-02 20:29:01,2588,418,11,19,,Որոշ թեմաներից կատարել գործնական վարժություններ/պահպանակի օգտագործման ցուցադրում/,19,Shirak
418,8,0,4,26,520,994,11,2019-06-23 12:02:04,2019-07-02 20:29:01,2590,418,11,21,,Երբեմն մասնագետ բժիշկներ հրավիրել դասընթացին,21,Shirak
440,8,0,4,26,520,994,8,2019-06-26 10:47:24,2019-06-26 10:47:24,1640,440,8,18,,ancnakan higeinan,18,Shirak
440,8,0,4,26,520,994,8,2019-06-26 10:47:24,2019-06-26 10:47:24,1641,440,8,19,,avelacnel nkarnere,19,Shirak
440,8,0,4,26,520,994,8,2019-06-26 10:47:24,2019-06-26 10:47:24,1643,440,8,21,,chkan,21,Shirak
444,8,0,4,26,520,994,8,2019-06-26 12:30:11,2019-06-26 12:30:11,1829,444,8,18,,հիգիենան,18,Shirak
444,8,0,4,26,520,994,8,2019-06-26 12:30:11,2019-06-26 12:30:11,1830,444,8,19,,ամեն ինչ լավ է,19,Shirak
444,8,0,4,26,520,994,8,2019-06-26 12:30:11,2019-06-26 12:30:11,1832,444,8,21,,չկան,21,Shirak
447,8,0,4,26,520,994,8,2019-06-26 17:00:17,2019-06-26 17:00:17,1751,447,8,18,,Բոլորն էլ շատ կարևոր էին:,18,Shirak
447,8,0,4,26,520,994,8,2019-06-26 17:00:17,2019-06-26 17:00:17,1752,447,8,19,,Ընդհանրապես պետք չէ:,19,Shirak
447,8,0,4,26,520,994,8,2019-06-26 17:00:17,2019-06-26 17:00:17,1754,447,8,21,,Այլ առաջարկներ չունեմ:,21,Shirak
326,8,1,7,34,673,1223,8,2019-06-19 09:40:16,2019-06-29 11:09:56,2141,326,8,18,,Ամենորյա լոգանքը,18,Syuniq
326,8,1,7,34,673,1223,8,2019-06-19 09:40:16,2019-06-29 11:09:56,2142,326,8,19,,Չգիտեմ,19,Syuniq
326,8,1,7,34,673,1223,8,2019-06-19 09:40:16,2019-06-29 11:09:56,2144,326,8,21,,Չկա,21,Syuniq
475,8,0,11,11,257,542,8,2019-06-29 19:06:13,2019-06-29 19:06:13,2195,475,8,18,,վաղ տարիքոմ սեռական հարաբերություններից առաջացած խնդիրները իմացա,18,Armavir
475,8,0,11,11,257,542,8,2019-06-29 19:06:13,2019-06-29 19:06:13,2196,475,8,19,,"ավելացնել անիմացիոն տեսանյութերը և հոգեբանորեն ազդել երեխաների հույզերի վրա, որ սիրեն ու հարգեն միմյանց",19,Armavir
475,8,0,11,11,257,542,8,2019-06-29 19:06:13,2019-06-29 19:06:13,2198,475,8,21,,նմանատիպ ծրագիր կազմել կենսաբանության անատոմիայի մի քանի դասերից,21,Armavir
515,8,0,4,28,556,1065,8,2019-07-07 17:47:31,2019-07-08 14:30:10,2625,515,8,18,,Ays dasyntaci cankaca tema aroxjutyan pahpanman hamar chapazanc karevor en ,18,Shirak
515,8,0,4,28,556,1065,8,2019-07-07 17:47:31,2019-07-08 14:30:10,2626,515,8,19,,Ays dasyntacy barelavelu kariq chuni,19,Shirak
515,8,0,4,28,556,1065,8,2019-07-07 17:47:31,2019-07-08 14:30:10,2628,515,8,21,,Chkan,21,Shirak
